ISO Week,src,src_humans
2001-34,12,12
2001-35,55,55
2001-36,48,48
2001-37,12,12
2001-38,44,44
2001-39,58,58
2001-40,67,67
2001-41,21,21
2001-42,57,57
2001-43,12,12
2001-44,15,15
2001-45,36,36
2001-46,22,22
2001-47,5,5
2001-48,3,3
2001-49,11,11
2001-50,22,22
2001-51,18,18
2001-52,0,0
2002-01,0,0
2002-02,11,11
2002-03,16,16
2002-04,5,5
2002-05,31,31
2002-06,22,22
2002-07,22,22
2002-08,31,31
2002-09,17,17
2002-10,37,37
2002-11,30,30
2002-12,42,42
2002-13,65,65
2002-14,62,62
2002-15,17,17
2002-16,35,35
2002-17,28,28
2002-18,13,13
2002-19,35,35
2002-20,38,38
2002-21,37,37
2002-22,36,36
2002-23,51,51
2002-24,61,61
2002-25,31,31
2002-26,53,53
2002-27,40,40
2002-28,35,35
2002-29,61,61
2002-30,65,65
2002-31,42,42
2002-32,65,65
2002-33,62,62
2002-34,51,51
2002-35,35,35
2002-36,47,47
2002-37,72,72
2002-38,46,46
2002-39,84,84
2002-40,59,59
2002-41,48,48
2002-42,72,72
2002-43,99,99
2002-44,59,59
2002-45,71,71
2002-46,102,102
2002-47,129,129
2002-48,48,48
2002-49,65,65
2002-50,93,93
2002-51,96,96
2002-52,32,32
2003-01,46,46
2003-02,29,29
2003-03,41,41
2003-04,91,91
2003-05,75,75
2003-06,46,46
2003-07,22,22
2003-08,35,35
2003-09,31,31
2003-10,64,64
2003-11,43,43
2003-12,46,46
2003-13,59,59
2003-14,63,63
2003-15,46,46
2003-16,45,45
2003-17,47,47
2003-18,68,68
2003-19,61,61
2003-20,38,38
2003-21,29,29
2003-22,31,31
2003-23,34,34
2003-24,53,53
2003-25,4,4
2003-26,3,3
2003-27,16,16
2003-28,38,38
2003-29,20,20
2003-30,37,37
2003-31,42,42
2003-32,37,37
2003-33,31,31
2003-34,48,48
2003-35,36,36
2003-36,30,30
2003-37,25,25
2003-38,23,23
2003-39,47,47
2003-40,61,61
2003-41,31,31
2003-42,42,42
2003-43,46,46
2003-44,87,87
2003-45,70,70
2003-46,70,70
2003-47,68,68
2003-48,0,0
2003-49,42,42
2003-50,75,75
2003-51,36,36
2003-52,12,12
2004-01,0,0
2004-02,29,29
2004-03,23,23
2004-04,24,24
2004-05,41,41
2004-06,28,28
2004-07,36,36
2004-08,14,14
2004-09,17,17
2004-10,39,39
2004-11,29,29
2004-12,18,18
2004-13,23,23
2004-14,42,42
2004-15,38,38
2004-16,30,30
2004-17,53,53
2004-18,46,46
2004-19,27,27
2004-20,44,44
2004-21,47,47
2004-22,61,61
2004-23,43,43
2004-24,39,39
2004-25,62,62
2004-26,23,23
2004-27,7,7
2004-28,28,28
2004-29,41,41
2004-30,42,42
2004-31,36,36
2004-32,33,33
2004-33,44,44
2004-34,55,55
2004-35,60,60
2004-36,59,59
2004-37,40,40
2004-38,65,65
2004-39,79,79
2004-40,63,63
2004-41,49,49
2004-42,43,43
2004-43,33,33
2004-44,29,29
2004-45,31,31
2004-46,47,47
2004-47,50,50
2004-48,17,17
2004-49,43,43
2004-50,66,66
2004-51,60,60
2004-52,24,24
2004-53,0,0
2005-01,44,44
2005-02,37,37
2005-03,51,51
2005-04,45,45
2005-05,47,47
2005-06,48,48
2005-07,53,53
2005-08,68,68
2005-09,82,82
2005-10,61,61
2005-11,67,67
2005-12,26,26
2005-13,7,7
2005-14,4,4
2005-15,18,18
2005-16,17,17
2005-17,28,28
2005-18,36,36
2005-19,33,33
2005-20,13,13
2005-21,28,28
2005-22,27,27
2005-23,80,80
2005-24,52,52
2005-25,49,49
2005-26,69,69
2005-27,55,55
2005-28,53,53
2005-29,59,59
2005-30,71,71
2005-31,60,60
2005-32,59,59
2005-33,67,67
2005-34,61,61
2005-35,75,75
2005-36,48,48
2005-37,26,26
2005-38,54,54
2005-39,40,40
2005-40,84,84
2005-41,49,49
2005-42,38,38
2005-43,86,86
2005-44,54,54
2005-45,38,38
2005-46,37,37
2005-47,39,39
2005-48,95,95
2005-49,72,72
2005-50,99,99
2005-51,92,92
2005-52,80,80
2006-01,79,79
2006-02,179,179
2006-03,120,120
2006-04,165,165
2006-05,118,118
2006-06,165,165
2006-07,111,111
2006-08,90,90
2006-09,152,152
2006-10,108,108
2006-11,120,120
2006-12,92,92
2006-13,131,131
2006-14,105,105
2006-15,73,73
2006-16,129,129
2006-17,66,66
2006-18,51,51
2006-19,131,131
2006-20,110,110
2006-21,79,79
2006-22,78,78
2006-23,69,69
2006-24,69,69
2006-25,120,120
2006-26,91,91
2006-27,110,110
2006-28,161,161
2006-29,96,96
2006-30,66,66
2006-31,85,85
2006-32,21,21
2006-33,72,72
2006-34,107,107
2006-35,125,125
2006-36,71,71
2006-37,115,115
2006-38,125,125
2006-39,117,117
2006-40,177,177
2006-41,151,151
2006-42,133,133
2006-43,173,173
2006-44,156,156
2006-45,119,119
2006-46,89,89
2006-47,20,20
2006-48,66,66
2006-49,132,132
2006-50,112,112
2006-51,114,114
2006-52,82,82
2007-01,136,136
2007-02,177,177
2007-03,140,140
2007-04,160,160
2007-05,156,156
2007-06,144,144
2007-07,109,109
2007-08,126,126
2007-09,91,91
2007-10,132,132
2007-11,172,172
2007-12,148,148
2007-13,98,98
2007-14,75,75
2007-15,51,51
2007-16,85,85
2007-17,158,158
2007-18,60,60
2007-19,134,134
2007-20,148,148
2007-21,177,177
2007-22,79,79
2007-23,55,55
2007-24,81,81
2007-25,109,109
2007-26,139,139
2007-27,162,162
2007-28,128,128
2007-29,197,197
2007-30,193,193
2007-31,91,91
2007-32,125,125
2007-33,89,89
2007-34,82,82
2007-35,82,82
2007-36,107,107
2007-37,118,118
2007-38,107,107
2007-39,88,88
2007-40,85,85
2007-41,246,246
2007-42,211,211
2007-43,325,325
2007-44,236,236
2007-45,263,263
2007-46,198,198
2007-47,125,125
2007-48,286,286
2007-49,233,233
2007-50,188,188
2007-51,163,163
2007-52,73,73
2008-01,174,174
2008-02,234,234
2008-03,217,217
2008-04,140,140
2008-05,129,129
2008-06,169,169
2008-07,154,154
2008-08,166,166
2008-09,133,133
2008-10,200,200
2008-11,173,173
2008-12,148,148
2008-13,171,171
2008-14,150,150
2008-15,150,150
2008-16,242,242
2008-17,252,252
2008-18,199,199
2008-19,137,137
2008-20,201,201
2008-21,217,217
2008-22,111,111
2008-23,160,160
2008-24,118,118
2008-25,151,151
2008-26,146,146
2008-27,145,145
2008-28,120,120
2008-29,101,101
2008-30,167,167
2008-31,324,324
2008-32,401,401
2008-33,452,452
2008-34,359,359
2008-35,331,331
2008-36,264,264
2008-37,376,376
2008-38,503,503
2008-39,458,458
2008-40,413,413
2008-41,516,516
2008-42,426,426
2008-43,451,451
2008-44,428,428
2008-45,476,476
2008-46,522,522
2008-47,525,525
2008-48,309,309
2008-49,520,520
2008-50,579,579
2008-51,438,438
2008-52,164,164
2009-01,150,150
2009-02,454,454
2009-03,524,524
2009-04,488,488
2009-05,584,584
2009-06,543,543
2009-07,626,626
2009-08,370,370
2009-09,655,655
2009-10,627,627
2009-11,572,572
2009-12,583,583
2009-13,597,597
2009-14,446,446
2009-15,553,553
2009-16,561,561
2009-17,587,587
2009-18,663,663
2009-19,717,717
2009-20,693,693
2009-21,788,788
2009-22,542,542
2009-23,627,627
2009-24,603,603
2009-25,722,722
2009-26,808,808
2009-27,593,593
2009-28,671,671
2009-29,837,837
2009-30,814,814
2009-31,769,769
2009-32,761,761
2009-33,870,870
2009-34,815,815
2009-35,744,744
2009-36,798,798
2009-37,637,637
2009-38,702,702
2009-39,806,806
2009-40,829,829
2009-41,923,923
2009-42,857,857
2009-43,844,844
2009-44,896,896
2009-45,866,866
2009-46,922,922
2009-47,830,830
2009-48,483,483
2009-49,803,803
2009-50,732,732
2009-51,779,779
2009-52,320,320
2009-53,226,226
2010-01,685,685
2010-02,787,787
2010-03,788,788
2010-04,760,760
2010-05,762,762
2010-06,741,741
2010-07,681,681
2010-08,768,768
2010-09,757,757
2010-10,818,818
2010-11,844,844
2010-12,967,967
2010-13,910,910
2010-14,913,913
2010-15,778,778
2010-16,871,871
2010-17,862,862
2010-18,866,866
2010-19,888,888
2010-20,863,863
2010-21,738,738
2010-22,655,655
2010-23,826,826
2010-24,965,965
2010-25,943,943
2010-26,948,948
2010-27,886,886
2010-28,1250,1250
2010-29,943,943
2010-30,1026,1026
2010-31,1095,1095
2010-32,969,969
2010-33,1007,1007
2010-34,1160,1160
2010-35,1081,1081
2010-36,946,946
2010-37,948,948
2010-38,1008,1008
2010-39,1123,1123
2010-40,1112,1112
2010-41,974,974
2010-42,1001,1001
2010-43,1117,1117
2010-44,995,995
2010-45,1033,1033
2010-46,1077,1077
2010-47,730,730
2010-48,1098,1098
2010-49,902,902
2010-50,961,961
2010-51,712,712
2010-52,335,335
2011-01,788,788
2011-02,999,999
2011-03,1121,1121
2011-04,1153,1153
2011-05,1214,1214
2011-06,1171,1171
2011-07,1209,1209
2011-08,1157,1157
2011-09,1312,1312
2011-10,1212,1212
2011-11,1209,1209
2011-12,1021,1021
2011-13,1311,1311
2011-14,1229,1229
2011-15,1403,1403
2011-16,1335,1335
2011-17,1303,1303
2011-18,1198,1198
2011-19,1123,1123
2011-20,1092,1092
2011-21,1339,1339
2011-22,1007,1007
2011-23,1085,1085
2011-24,1173,1173
2011-25,1250,1250
2011-26,1283,1283
2011-27,782,782
2011-28,1168,1168
2011-29,1244,1244
2011-30,1194,1194
2011-31,1109,1109
2011-32,1076,1076
2011-33,1076,1076
2011-34,1167,1167
2011-35,1317,1317
2011-36,1197,1197
2011-37,1309,1309
2011-38,1191,1191
2011-39,1232,1232
2011-40,1360,1360
2011-41,1404,1404
2011-42,1462,1462
2011-43,1338,1338
2011-44,1243,1243
2011-45,1517,1517
2011-46,1590,1590
2011-47,1037,1037
2011-48,1822,1822
2011-49,1349,1349
2011-50,1369,1369
2011-51,1099,1099
2011-52,433,433
2012-01,1046,1046
2012-02,1341,1341
2012-03,1108,1108
2012-04,1423,1423
2012-05,1239,1239
2012-06,1558,1558
2012-07,1513,1513
2012-08,1521,1521
2012-09,1626,1626
2012-10,1558,1558
2012-11,1849,1849
2012-12,2038,2038
2012-13,1756,1756
2012-14,1615,1615
2012-15,1433,1433
2012-16,1409,1409
2012-17,1613,1613
2012-18,1546,1546
2012-19,1559,1559
2012-20,1634,1634
2012-21,1666,1666
2012-22,1513,1513
2012-23,1499,1499
2012-24,1703,1703
2012-25,1500,1500
2012-26,1522,1522
2012-27,807,807
2012-28,1497,1497
2012-29,1492,1492
2012-30,1609,1609
2012-31,1608,1608
2012-32,1549,1549
2012-33,1442,1442
2012-34,1602,1602
2012-35,1613,1613
2012-36,1353,1353
2012-37,1906,1906
2012-38,1501,1501
2012-39,1535,1535
2012-40,1447,1447
2012-41,1626,1626
2012-42,1831,1831
2012-43,1833,1833
2012-44,1676,1676
2012-45,1694,1694
2012-46,1950,1950
2012-47,1357,1357
2012-48,1680,1680
2012-49,1779,1779
2012-50,1861,1861
2012-51,1540,1540
2012-52,339,339
2013-01,703,703
2013-02,1621,1621
2013-03,1613,1613
2013-04,1538,1538
2013-05,1724,1724
2013-06,1793,1793
2013-07,1760,1760
2013-08,1586,1586
2013-09,1780,1780
2013-10,1751,1751
2013-11,1682,1682
2013-12,1973,1973
2013-13,1487,1487
2013-14,1312,1312
2013-15,1614,1614
2013-16,1478,1478
2013-17,1800,1800
2013-18,1461,1461
2013-19,1495,1495
2013-20,1502,1502
2013-21,1613,1613
2013-22,1411,1411
2013-23,1684,1684
2013-24,1670,1670
2013-25,1685,1685
2013-26,1365,1365
2013-27,1107,1107
2013-28,1566,1566
2013-29,1371,1371
2013-30,1473,1473
2013-31,1576,1576
2013-32,1565,1565
2013-33,1378,1378
2013-34,1398,1398
2013-35,1349,1349
2013-36,1294,1294
2013-37,1430,1430
2013-38,1340,1340
2013-39,1220,1220
2013-40,1498,1498
2013-41,1481,1481
2013-42,1472,1472
2013-43,1922,1922
2013-44,1728,1728
2013-45,1677,1677
2013-46,1407,1407
2013-47,1586,1586
2013-48,1165,1165
2013-49,1593,1593
2013-50,1588,1588
2013-51,1467,1467
2013-52,385,385
2014-01,387,387
2014-02,1482,1482
2014-03,1458,1458
2014-04,1389,1389
2014-05,1345,1345
2014-06,1706,1706
2014-07,1598,1598
2014-08,1313,1313
2014-09,1668,1668
2014-10,1578,1578
2014-11,1614,1614
2014-12,1593,1593
2014-13,1836,1836
2014-14,1661,1661
2014-15,1604,1604
2014-16,1490,1490
2014-17,1531,1531
2014-18,1894,1894
2014-19,1787,1787
2014-20,1488,1488
2014-21,1532,1532
2014-22,1458,1458
2014-23,1707,1707
2014-24,1516,1516
2014-25,1837,1837
2014-26,1628,1628
2014-27,1132,1132
2014-28,1563,1563
2014-29,1615,1615
2014-30,1550,1550
2014-31,1504,1504
2014-32,1501,1501
2014-33,1728,1728
2014-34,1502,1502
2014-35,1465,1465
2014-36,1202,1202
2014-37,1491,1491
2014-38,1442,1442
2014-39,1606,1606
2014-40,1456,1456
2014-41,1390,1390
2014-42,1307,1307
2014-43,1526,1526
2014-44,1441,1441
2014-45,1224,1224
2014-46,1339,1339
2014-47,1432,1432
2014-48,1086,1086
2014-49,1472,1472
2014-50,1540,1540
2014-51,1540,1540
2014-52,419,419
2015-01,289,289
2015-02,1459,1459
2015-03,1391,1391
2015-04,1297,1297
2015-05,1381,1381
2015-06,1584,1584
2015-07,1557,1557
2015-08,1510,1510
2015-09,1524,1524
2015-10,1322,1322
2015-11,1460,1460
2015-12,1451,1451
2015-13,1390,1390
2015-14,1570,1570
2015-15,1330,1330
2015-16,1335,1335
2015-17,1656,1656
2015-18,1452,1452
2015-19,1302,1302
2015-20,1476,1476
2015-21,1299,1299
2015-22,1239,1239
2015-23,1489,1489
2015-24,1547,1547
2015-25,1545,1545
2015-26,1453,1453
2015-27,1158,1158
2015-28,1550,1550
2015-29,1323,1323
2015-30,1306,1306
2015-31,1412,1412
2015-32,1442,1442
2015-33,1412,1412
2015-34,1793,1793
2015-35,1705,1705
2015-36,1616,1616
2015-37,1262,1262
2015-38,1689,1689
2015-39,1206,1206
2015-40,1270,1270
2015-41,1189,1189
2015-42,1251,1251
2015-43,1282,1282
2015-44,1314,1314
2015-45,1249,1249
2015-46,1240,1240
2015-47,1268,1268
2015-48,1039,1039
2015-49,1310,1310
2015-50,1576,1576
2015-51,1367,1367
2015-52,617,617
2015-53,337,337
2016-01,1240,1240
2016-02,1458,1458
2016-03,1210,1210
2016-04,1418,1418
2016-05,1479,1479
2016-06,1324,1324
2016-07,1285,1285
2016-08,1481,1481
2016-09,1354,1354
2016-10,1416,1416
2016-11,1305,1305
2016-12,1238,1238
2016-13,1377,1377
2016-14,1484,1484
2016-15,1524,1524
2016-16,1557,1557
2016-17,1475,1475
2016-18,1391,1391
2016-19,1511,1511
2016-20,1492,1492
2016-21,1399,1399
2016-22,1298,1298
2016-23,1424,1424
2016-24,1217,1217
2016-25,1498,1498
2016-26,1520,1520
2016-27,963,963
2016-28,1354,1354
2016-29,1459,1459
2016-30,1502,1502
2016-31,1390,1390
2016-32,1637,1637
2016-33,1470,1470
2016-34,1567,1567
2016-35,1531,1531
2016-36,1371,1371
2016-37,1535,1535
2016-38,1457,1457
2016-39,1508,1508
2016-40,1738,1738
2016-41,1509,1509
2016-42,1398,1398
2016-43,1640,1640
2016-44,1572,1572
2016-45,1605,1605
2016-46,1653,1653
2016-47,1120,1120
2016-48,1629,1629
2016-49,1588,1588
2016-50,1598,1598
2016-51,1267,1267
2016-52,357,357
2017-01,1160,1160
2017-02,1655,1655
2017-03,1482,1482
2017-04,1633,1633
2017-05,1259,1259
2017-06,1705,1705
2017-07,1665,1665
2017-08,1591,1591
2017-09,1673,1673
2017-10,1490,1490
2017-11,1688,1688
2017-12,1700,1700
2017-13,1671,1670
2017-14,1803,1800
2017-15,1725,1721
2017-16,1687,1684
2017-17,1711,1707
2017-18,1611,1610
2017-19,1787,1786
2017-20,1838,1837
2017-21,1801,1801
2017-22,1656,1656
2017-23,1623,1623
2017-24,1814,1811
2017-25,1830,1826
2017-26,1676,1675
2017-27,1237,1237
2017-28,1847,1847
2017-29,1878,1877
2017-30,1793,1792
2017-31,1565,1565
2017-32,1746,1746
2017-33,1852,1851
2017-34,1829,1829
2017-35,1738,1738
2017-36,1398,1398
2017-37,1710,1710
2017-38,1437,1435
2017-39,1562,1561
2017-40,1784,1784
2017-41,1652,1652
2017-42,1750,1746
2017-43,1714,1712
2017-44,1647,1647
2017-45,1804,1803
2017-46,1866,1866
2017-47,1461,1459
2017-48,2040,2038
2017-49,1797,1796
2017-50,1636,1635
2017-51,1614,1612
2017-52,297,297
2018-01,1113,1111
2018-02,1486,1485
2018-03,1608,1606
2018-04,1509,1507
2018-05,2014,1883
2018-06,1706,1574
2018-07,1558,1462
2018-08,1492,1376
2018-09,1723,1655
2018-10,1647,1536
2018-11,1559,1416
2018-12,1765,1640
2018-13,1690,1586
2018-14,1700,1605
2018-15,1825,1748
2018-16,1698,1571
2018-17,2068,1924
2018-18,1683,1536
2018-19,1813,1655
2018-20,2053,1899
2018-21,1951,1823
2018-22,1826,1693
2018-23,1939,1800
2018-24,2025,1898
2018-25,2036,1866
2018-26,1870,1675
2018-27,1394,1214
2018-28,2000,1812
2018-29,1922,1761
2018-30,1861,1645
2018-31,1834,1633
2018-32,1704,1567
2018-33,1882,1728
2018-34,1849,1711
2018-35,2140,1977
2018-36,1523,1341
2018-37,1795,1570
2018-38,1859,1625
2018-39,1912,1638
2018-40,2122,1801
2018-41,2085,1799
2018-42,1935,1671
2018-43,1954,1624
2018-44,1828,1509
2018-45,1918,1630
2018-46,2038,1677
2018-47,1597,1372
2018-48,2250,2016
2018-49,2047,1633
2018-50,2017,1676
2018-51,1789,1431
2018-52,488,296
2019-01,954,677
2019-02,2141,1767
2019-03,2140,1880
2019-04,1921,1664
2019-05,2218,1833
2019-06,2032,1715
2019-07,2326,1934
2019-08,2008,1664
2019-09,2188,1829
2019-10,2170,1876
2019-11,2138,1823
2019-12,2242,1919
2019-13,2422,1950
2019-14,2392,1984
2019-15,2116,1685
2019-16,2130,1750
2019-17,1974,1598
2019-18,1935,1569
2019-19,2233,1816
2019-20,2295,1879
2019-21,2211,1834
2019-22,1989,1637
2019-23,2068,1771
2019-24,2046,1661
2019-25,2017,1674
2019-26,2055,1716
2019-27,1520,1184
2019-28,2094,1805
2019-29,2201,1820
2019-30,2240,1921
2019-31,2212,1822
2019-32,2013,1679
2019-33,2080,1762
2019-34,2264,1894
2019-35,2141,1774
2019-36,2238,1914
2019-37,2067,1707
2019-38,2106,1756
2019-39,2211,1858
2019-40,2184,1820
2019-41,2247,1875
2019-42,2252,1901
2019-43,2084,1718
2019-44,2258,1924
2019-45,2089,1743
2019-46,1924,1602
2019-47,2446,2072
2019-48,1868,1490
2019-49,2441,2078
2019-50,2183,1827
2019-51,2121,1748
2019-52,607,434
2020-01,707,504
2020-02,2035,1670
2020-03,2750,2442
2020-04,2098,1754
2020-05,2344,1967
2020-06,2122,1739
2020-07,2021,1676
2020-08,2057,1694
2020-09,1970,1554
2020-10,2250,1865
2020-11,2378,2017
2020-12,1903,1555
2020-13,2025,1626
2020-14,2181,1878
2020-15,1879,1543
2020-16,1934,1564
2020-17,2335,1982
2020-18,2264,1906
2020-19,2193,1824
2020-20,2428,2060
2020-21,1854,1481
2020-22,2126,1663
2020-23,2330,1893
2020-24,2257,1856
2020-25,2483,2033
2020-26,2755,2247
2020-27,1852,1413
2020-28,2363,1921
2020-29,2198,1756
2020-30,1875,1536
2020-31,2302,1840
2020-32,2314,1869
2020-33,2227,1811
2020-34,2384,2016
2020-35,2094,1676
2020-36,1657,1321
2020-37,1882,1508
2020-38,2254,1849
2020-39,2338,1968
2020-40,2534,2116
2020-41,2422,1864
2020-42,2297,1795
2020-43,2259,1799
2020-44,2391,1988
2020-45,2192,1791
2020-46,2425,2018
2020-47,2414,1970
2020-48,1672,1235
2020-49,2352,1863
2020-50,2415,1869
2020-51,2070,1624
2020-52,829,506
2020-53,587,303
2021-01,1916,1353
2021-02,2504,2000
2021-03,2194,1652
2021-04,2369,1830
2021-05,2585,1919
2021-06,2366,1842
2021-07,2228,1673
2021-08,2296,1844
2021-09,2158,1743
2021-10,2091,1716
2021-11,2311,1858
2021-12,2083,1620
2021-13,1953,1518
2021-14,2290,1727
2021-15,2344,1812
2021-16,2353,1851
2021-17,2253,1731
2021-18,2525,1990
2021-19,2529,2051
2021-20,2507,2018
2021-21,1774,1325
2021-22,2006,1566
2021-23,2328,1877
2021-24,2170,1762
2021-25,2255,1846
2021-26,2098,1742
2021-27,1845,1455
2021-28,2543,2107
2021-29,2239,1812
2021-30,2326,1954
2021-31,2249,1838
2021-32,2355,1965
2021-33,2120,1726
2021-34,2136,1697
2021-35,2164,1629
2021-36,2164,1559
2021-37,2192,1726
2021-38,2300,1731
2021-39,2459,1948
2021-40,2442,1915
2021-41,2372,1855
2021-42,1992,1405
2021-43,2408,1816
2021-44,2410,1882
2021-45,2345,1763
2021-46,2385,1774
2021-47,1893,1336
2021-48,2593,1962
2021-49,2486,1882
2021-50,1923,1449
2021-51,1297,887
2021-52,755,297
2022-01,2059,1503
2022-02,2962,2340
2022-03,2446,1836
2022-04,2693,2053
2022-05,2590,1919
2022-06,2819,2090
2022-07,2951,2254
2022-08,2211,1541
2022-09,2502,1738
2022-10,2285,1654
2022-11,2789,2067
2022-12,2618,1845
2022-13,2518,1884
2022-14,2532,1793
2022-15,2403,1744
2022-16,2270,1720
2022-17,2685,1964
2022-18,2627,1873
2022-19,2754,1978
2022-20,2674,1927
2022-21,2433,1693
2022-22,2206,1613
2022-23,2430,1815
2022-24,2438,1778
2022-25,2305,1604
2022-26,2394,1715
2022-27,2069,1350
2022-28,2571,1908
2022-29,2501,1889
2022-30,2483,1892
2022-31,2303,1760
2022-32,2542,1950
2022-33,2582,1985
2022-34,2703,2045
2022-35,2815,2135
2022-36,2599,1955
2022-37,2850,2209
2022-38,2560,2001
2022-39,2977,2327
2022-40,2761,2092
2022-41,2984,2289
2022-42,2858,2097
2022-43,2715,1963
2022-44,2602,1948
2022-45,2879,2177
2022-46,3060,2281
2022-47,2148,1557
2022-48,3007,2240
2022-49,2696,2117
2022-50,3084,2416
2022-51,2119,1498
2022-52,1007,486
2023-01,2224,1514
2023-02,2735,2016
2023-03,2591,1852
2023-04,2929,2129
2023-05,2933,2235
2023-06,2993,2170
2023-07,2945,2117
2023-08,2845,2050
2023-09,3016,2317
2023-10,3045,2240
2023-11,2950,2224
2023-12,3064,2312
2023-13,2933,2146
2023-14,2917,2096
2023-15,2951,2055
2023-16,3343,2464
2023-17,3350,2449
2023-18,2957,2091
2023-19,3163,2284
2023-20,3160,2339
2023-21,3173,2288
2023-22,2878,2113
2023-23,2987,2174
2023-24,3403,2605
2023-25,2787,2047
2023-26,2944,2117
2023-27,2713,1998
2023-28,3135,2282
2023-29,2999,2123
2023-30,3063,2262
2023-31,3025,2289
2023-32,2811,2163
2023-33,2768,1986
2023-34,3141,2361
2023-35,3070,2234
2023-36,2758,1912
2023-37,3028,2145
2023-38,3105,2256
2023-39,3046,2271
2023-40,3118,2258
2023-41,3016,2171
2023-42,3328,2429
2023-43,3444,2499
2023-44,3340,2374
2023-45,3357,2461
2023-46,3213,2413
2023-47,2482,1655
2023-48,3407,2561
2023-49,3013,2200
2023-50,2935,2193
2023-51,2350,1701
2023-52,885,322
2024-01,2175,1454
2024-02,3092,2256
2024-03,2972,2213
2024-04,3184,2497
2024-05,2892,2334
2024-06,2968,2259
2024-07,3218,2486
2024-08,2793,2104
2024-09,2648,1896
2024-10,3103,2324
2024-11,3201,2390
2024-12,3469,2481
2024-13,3209,2329
2024-14,3042,2241
2024-15,3437,2519
2024-16,3342,2500
2024-17,3044,2298
2024-18,3170,2328
2024-19,3180,2304
2024-20,3325,2343
2024-21,3053,2155
2024-22,2910,2073
2024-23,3432,2518
2024-24,2990,2307
2024-25,2836,1968
2024-26,3069,2189
2024-27,2496,1608
2024-28,3337,2350
2024-29,3553,2565
2024-30,3208,2220
2024-31,3046,2136
2024-32,3105,2180
2024-33,3098,2171
2024-34,3179,2259
2024-35,3188,2271
2024-36,2857,2036
2024-37,2634,1988
